ID_Sesion,NivelEstudiante,Disciplina,FechaSesion,DuracionMinutos,TotalIndicaciones,TipoTarea,NivelAsistenciaIA,ResultadoFinal,UsadoNuevamente,CalificacionSatisfaccion
SESSION04901,Preparatoria,Matemáticas,2025-01-08,40.14,9,Ayuda con Tareas,5,Confundido,True,5.0
SESSION04902,Graduado,Ciencias de la Computación,2024-10-24,8.07,2,Programación,2,Tarea Completada,True,4.9
SESSION04903,Universitario,Historia,2024-08-08,35.93,8,Estudio,4,Idea Rezagada,True,3.9
SESSION04904,Universitario,Historia,2024-12-19,24.45,2,Redacción,4,Tarea Completada,True,1.0
SESSION04905,Universitario,Ingeniería,2024-12-29,2.15,1,Redacción,4,Tarea Completada,True,3.9
SESSION04906,Universitario,Biología,2024-12-18,65.62,22,Redacción,2,Tarea Completada,True,1.7
SESSION04907,Universitario,Biología,2024-10-14,24.57,6,Estudio,2,Idea Rezagada,True,1.6
SESSION04909,Universitario,Ingeniería,2024-07-29,22.78,4,Ayuda con Tareas,5,Confundido,True,5.0
SESSION04910,Universitario,Ciencias de la Computación,2025-03-11,6.75,2,Redacción,2,Confundido,True,1.8
SESSION04911,Preparatoria,Matemáticas,2025-04-10,44.86,14,Programación,3,Idea Rezagada,True,2.3
SESSION04912,Universitario,Historia,2024-08-16,24.02,6,Redacción,5,Tarea Completada,True,5.0
SESSION04913,Universitario,Ciencias de la Computación,2024-12-30,33.16,10,Programación,4,Tarea Completada,True,3.1
SESSION04914,Universitario,Historia,2024-10-17,13.08,3,Programación,3,Tarea Completada,True,3.4
SESSION04916,Graduado,Negocios,2025-02-12,2.54,4,Ayuda con Tareas,4,Gave Up,True,4.0
SESSION04917,Preparatoria,Psicología,2025-04-25,9.48,3,Ayuda con Tareas,2,Confundido,True,2.9
SESSION04918,Universitario,Historia,2025-04-24,14.89,7,Programación,3,Confundido,True,3.6
SESSION04919,Universitario,Biología,2024-07-22,17.62,4,Investigación,4,Idea Rezagada,True,2.9
SESSION04920,Graduado,Ingeniería,2024-07-31,4.38,1,Programación,4,Tarea Completada,True,4.4
SESSION04921,Preparatoria,Matemáticas,2025-01-20,6.94,2,Redacción,2,Tarea Completada,True,1.8
SESSION04922,Universitario,Biología,2025-04-30,4.4,1,Estudio,4,Tarea Completada,True,3.5
SESSION04925,Preparatoria,Negocios,2025-03-01,7.52,2,Lluvia de Ideas,4,Idea Rezagada,True,3.4
SESSION04926,Graduado,Ciencias de la Computación,2025-01-24,1.45,1,Estudio,5,Tarea Completada,True,4.2
SESSION04927,Universitario,Biología,2024-08-19,6.83,2,Estudio,4,Idea Rezagada,True,3.0
SESSION04928,Graduado,Ciencias de la Computación,2024-10-10,13.65,4,Estudio,2,Tarea Completada,True,3.0
SESSION04929,Universitario,Historia,2024-07-29,17.84,7,Programación,4,Tarea Completada,True,4.6
SESSION04930,Graduado,Biología,2025-02-15,22.81,10,Redacción,5,Confundido,True,4.2
SESSION04931,Graduado,Psicología,2025-03-27,39.62,9,Redacción,3,Tarea Completada,True,1.8
SESSION04932,Graduado,Psicología,2025-02-08,7.08,1,Investigación,5,Tarea Completada,True,3.3
SESSION04933,Graduado,Biología,2024-11-27,41.49,17,Redacción,3,Idea Rezagada,True,3.0
SESSION04934,Graduado,Matemáticas,2025-06-24,8.37,3,Estudio,3,Gave Up,True,3.4
SESSION04935,Universitario,Ciencias de la Computación,2024-08-16,21.01,5,Ayuda con Tareas,2,Tarea Completada,True,1.7
SESSION04936,Universitario,Biología,2024-12-10,15.32,3,Estudio,3,Tarea Completada,True,3.2
SESSION04937,Universitario,Negocios,2024-10-05,16.71,3,Estudio,3,Confundido,True,2.4
SESSION04938,Graduado,Matemáticas,2024-08-31,13.31,5,Redacción,4,Idea Rezagada,True,3.4
SESSION04939,Graduado,Matemáticas,2024-08-26,39.46,14,Redacción,3,Idea Rezagada,True,2.2
SESSION04942,Preparatoria,Matemáticas,2024-12-26,37.24,9,Estudio,2,Tarea Completada,True,2.3
SESSION04943,Universitario,Matemáticas,2024-11-04,1.9,1,Redacción,2,Idea Rezagada,True,3.5
SESSION04944,Preparatoria,Ciencias de la Computación,2025-01-08,17.46,4,Redacción,3,Tarea Completada,True,4.0
SESSION04945,Graduado,Negocios,2025-02-07,2.89,10,Ayuda con Tareas,2,Gave Up,True,1.0
SESSION04946,Preparatoria,Historia,2024-07-22,16.02,4,Programación,4,Confundido,True,2.9
SESSION04947,Universitario,Historia,2024-12-15,11.09,3,Redacción,5,Tarea Completada,True,2.2
SESSION04948,Preparatoria,Matemáticas,2024-07-14,7.72,3,Estudio,3,Gave Up,True,2.0
SESSION04950,Universitario,Ciencias de la Computación,2025-03-25,15.49,3,Redacción,3,Tarea Completada,True,3.4
SESSION04951,Universitario,Ciencias de la Computación,2025-06-01,19.93,5,Estudio,2,Confundido,True,1.0
SESSION04952,Graduado,Psicología,2025-06-13,10.81,4,Programación,2,Tarea Completada,True,3.0
SESSION04953,Universitario,Ingeniería,2025-06-02,25.41,5,Programación,4,Tarea Completada,True,2.8
SESSION04954,Universitario,Matemáticas,2024-10-04,0.7,1,Estudio,5,Confundido,True,5.0
SESSION04955,Graduado,Ciencias de la Computación,2025-03-31,39.66,8,Estudio,1,Tarea Completada,True,1.8
SESSION04956,Universitario,Matemáticas,2025-04-04,33.17,8,Redacción,3,Tarea Completada,True,2.8
SESSION04957,Graduado,Ingeniería,2024-11-13,43.81,15,Ayuda con Tareas,5,Gave Up,True,4.6
SESSION04958,Graduado,Negocios,2025-01-27,4.93,1,Programación,3,Idea Rezagada,True,2.5
SESSION04959,Universitario,Ingeniería,2025-06-14,49.3,13,Ayuda con Tareas,3,Idea Rezagada,True,3.7
SESSION04960,Graduado,Ciencias de la Computación,2024-08-14,32.36,10,Programación,3,Tarea Completada,True,3.6
SESSION04961,Universitario,Negocios,2024-08-03,12.1,5,Estudio,3,Confundido,True,5.0
SESSION04962,Graduado,Ingeniería,2025-05-09,30.27,6,Ayuda con Tareas,4,Tarea Completada,True,3.3
SESSION04963,Universitario,Ciencias de la Computación,2025-01-24,35.34,7,Redacción,2,Tarea Completada,True,1.0
SESSION04964,Universitario,Negocios,2024-11-05,31.14,13,Redacción,3,Confundido,True,2.1
SESSION04965,Universitario,Psicología,2025-03-15,68.83,20,Redacción,4,Idea Rezagada,True,1.5
SESSION04966,Universitario,Ingeniería,2024-10-16,46.29,11,Estudio,3,Tarea Completada,True,3.3
SESSION04968,Graduado,Negocios,2024-12-29,2.69,1,Ayuda con Tareas,5,Tarea Completada,True,2.7
SESSION04969,Preparatoria,Historia,2025-05-13,30.97,6,Redacción,3,Idea Rezagada,True,2.4
SESSION04970,Universitario,Biología,2025-05-14,6.17,1,Ayuda con Tareas,4,Idea Rezagada,True,3.6
SESSION04971,Universitario,Historia,2024-07-11,23.32,6,Estudio,4,Confundido,True,4.6
SESSION04973,Universitario,Ingeniería,2024-12-09,22.61,4,Redacción,5,Confundido,True,4.1
SESSION04974,Graduado,Matemáticas,2025-04-22,12.24,2,Estudio,3,Idea Rezagada,True,2.5
SESSION04975,Graduado,Ingeniería,2025-01-06,15.68,6,Redacción,4,Gave Up,True,3.3
SESSION04976,Graduado,Ingeniería,2024-08-12,5.84,1,Redacción,5,Tarea Completada,True,4.8
SESSION04978,Graduado,Negocios,2025-05-18,33.3,10,Programación,3,Idea Rezagada,True,3.0
SESSION04979,Preparatoria,Ciencias de la Computación,2025-02-03,12.29,4,Ayuda con Tareas,3,Tarea Completada,True,2.7
SESSION04980,Universitario,Psicología,2024-08-17,18.34,7,Redacción,2,Tarea Completada,True,1.1
SESSION04981,Universitario,Negocios,2024-08-12,19.81,4,Ayuda con Tareas,3,Confundido,True,2.8
SESSION04982,Graduado,Negocios,2025-05-17,26.35,6,Redacción,3,Tarea Completada,True,2.5
SESSION04983,Universitario,Matemáticas,2025-05-27,18.37,3,Ayuda con Tareas,4,Idea Rezagada,True,3.7
SESSION04984,Universitario,Matemáticas,2024-11-13,9.32,1,Ayuda con Tareas,3,Tarea Completada,True,5.0
SESSION04985,Preparatoria,Ingeniería,2025-01-02,52.54,18,Estudio,4,Tarea Completada,True,1.5
SESSION04986,Graduado,Psicología,2025-05-17,33.35,7,Programación,3,Idea Rezagada,True,4.9
SESSION04987,Universitario,Matemáticas,2024-06-24,2.21,7,Ayuda con Tareas,3,Idea Rezagada,True,5.0
SESSION04988,Graduado,Biología,2025-03-26,2.47,1,Lluvia de Ideas,4,Idea Rezagada,True,4.4
SESSION04989,Universitario,Ciencias de la Computación,2025-02-02,8.58,3,Redacción,4,Idea Rezagada,True,4.5
SESSION04990,Universitario,Ingeniería,2024-07-01,27.22,6,Lluvia de Ideas,2,Idea Rezagada,True,1.4
SESSION04991,Universitario,Historia,2025-06-23,17.07,11,Redacción,3,Idea Rezagada,True,3.1
SESSION04992,Graduado,Historia,2025-04-05,33.49,8,Estudio,4,Tarea Completada,True,4.4
SESSION04993,Preparatoria,Psicología,2024-07-13,9.5,3,Redacción,5,Idea Rezagada,True,5.0
SESSION04996,Preparatoria,Biología,2024-11-26,5.03,1,Redacción,4,Idea Rezagada,True,5.0
SESSION04997,Universitario,Negocios,2024-09-17,19.11,1,Programación,4,Idea Rezagada,True,4.0
SESSION04998,Universitario,Ingeniería,2025-06-18,6.51,1,Redacción,3,Idea Rezagada,True,1.3
SESSION04999,Universitario,Biología,2025-03-24,11.93,4,Ayuda con Tareas,4,Tarea Completada,True,3.5
SESSION05000,Preparatoria,Ingeniería,2025-06-07,8.04,3,Redacción,3,Idea Rezagada,True,3.6
SESSION05001,Universitario,Ciencias de la Computación,2024-11-03,98.96,38,Redacción,4,Idea Rezagada,True,3.7
SESSION05002,Universitario,Matemáticas,2024-11-30,14.33,5,Redacción,4,Tarea Completada,True,3.0
SESSION05004,Preparatoria,Historia,2024-07-14,4.75,2,Programación,4,Tarea Completada,True,5.0
SESSION05005,Universitario,Historia,2024-12-19,2.9,1,Redacción,5,Confundido,True,3.4
SESSION05006,Graduado,Historia,2024-08-29,4.51,2,Estudio,2,Idea Rezagada,True,1.2
SESSION05007,Universitario,Ciencias de la Computación,2024-09-14,15.82,3,Ayuda con Tareas,4,Tarea Completada,True,4.5
SESSION05008,Preparatoria,Matemáticas,2025-05-11,2.38,1,Redacción,4,Idea Rezagada,True,2.9
SESSION05009,Preparatoria,Negocios,2024-08-15,8.97,2,Redacción,3,Idea Rezagada,True,1.6
SESSION05010,Universitario,Negocios,2024-10-10,22.04,8,Redacción,2,Idea Rezagada,True,1.4
SESSION05011,Universitario,Ingeniería,2025-05-19,33.61,14,Programación,5,Tarea Completada,True,4.7
SESSION05012,Graduado,Psicología,2025-05-25,7.79,2,Programación,3,Tarea Completada,True,3.2
SESSION05014,Universitario,Psicología,2024-08-31,30.29,14,Ayuda con Tareas,3,Tarea Completada,True,3.8
SESSION05015,Universitario,Historia,2025-01-05,23.5,6,Programación,4,Idea Rezagada,True,3.8
SESSION05016,Preparatoria,Psicología,2024-08-26,12.67,2,Estudio,2,Idea Rezagada,True,2.3
SESSION05017,Universitario,Biología,2025-06-16,14.43,3,Ayuda con Tareas,3,Confundido,True,2.7
SESSION05018,Universitario,Biología,2025-01-27,21.92,4,Redacción,4,Tarea Completada,True,5.0
SESSION05019,Universitario,Psicología,2025-02-16,16.57,6,Redacción,4,Tarea Completada,True,3.7
SESSION05020,Universitario,Ciencias de la Computación,2024-10-29,12.4,3,Programación,4,Tarea Completada,True,3.6
SESSION05021,Universitario,Negocios,2025-06-03,20.02,8,Redacción,4,Tarea Completada,True,3.3
SESSION05022,Graduado,Psicología,2025-03-31,20.1,8,Ayuda con Tareas,2,Idea Rezagada,True,1.6
SESSION05024,Preparatoria,Negocios,2025-04-25,8.01,3,Programación,2,Tarea Completada,True,1.1
SESSION05025,Universitario,Matemáticas,2024-10-10,15.28,3,Estudio,5,Tarea Completada,True,2.1
SESSION05026,Universitario,Ciencias de la Computación,2024-06-25,19.84,6,Investigación,1,Confundido,True,1.0
SESSION05027,Preparatoria,Historia,2024-07-16,38.31,10,Redacción,5,Idea Rezagada,True,5.0
SESSION05028,Universitario,Ciencias de la Computación,2024-07-28,14.92,3,Lluvia de Ideas,1,Gave Up,True,1.2
SESSION05030,Preparatoria,Matemáticas,2025-01-12,26.06,7,Estudio,4,Confundido,True,3.7
SESSION05031,Graduado,Ciencias de la Computación,2025-03-04,56.03,8,Redacción,3,Tarea Completada,True,2.8
SESSION05032,Graduado,Biología,2025-06-13,3.96,1,Investigación,3,Idea Rezagada,True,2.8
SESSION05036,Universitario,Ingeniería,2024-08-25,39.53,8,Programación,5,Tarea Completada,True,5.0
SESSION05037,Universitario,Negocios,2025-03-18,28.44,7,Programación,4,Tarea Completada,True,4.0
SESSION05038,Universitario,Ingeniería,2024-10-03,28.01,6,Ayuda con Tareas,4,Confundido,True,3.8
SESSION05039,Preparatoria,Historia,2025-03-29,9.56,2,Redacción,3,Tarea Completada,True,2.0
SESSION05040,Graduado,Negocios,2024-12-16,34.91,11,Estudio,2,Idea Rezagada,True,1.6
SESSION05041,Universitario,Historia,2024-06-24,6.73,1,Ayuda con Tareas,5,Tarea Completada,True,3.2
SESSION05044,Preparatoria,Ingeniería,2024-12-03,9.86,2,Estudio,5,Tarea Completada,True,4.8
SESSION05045,Preparatoria,Biología,2024-07-22,32.48,10,Ayuda con Tareas,2,Tarea Completada,True,1.2
SESSION05046,Universitario,Matemáticas,2024-11-22,18.14,4,Redacción,5,Confundido,True,2.5
SESSION05047,Graduado,Psicología,2025-06-24,10.24,4,Programación,4,Gave Up,True,5.0
SESSION05048,Universitario,Historia,2025-06-21,7.97,2,Redacción,4,Tarea Completada,True,3.7
SESSION05049,Preparatoria,Ingeniería,2025-01-20,20.02,4,Programación,3,Tarea Completada,True,2.9
SESSION05050,Universitario,Psicología,2025-06-17,24.83,8,Ayuda con Tareas,3,Tarea Completada,True,2.0
SESSION05051,Universitario,Ciencias de la Computación,2025-06-20,31.86,9,Estudio,4,Confundido,True,3.8
SESSION05052,Universitario,Ingeniería,2025-04-28,25.86,5,Ayuda con Tareas,4,Idea Rezagada,True,5.0
SESSION05053,Graduado,Psicología,2025-04-19,24.38,1,Programación,4,Confundido,True,4.3
SESSION05054,Graduado,Ingeniería,2024-11-15,23.92,5,Estudio,4,Tarea Completada,True,3.1
SESSION05055,Universitario,Ingeniería,2024-06-26,35.06,8,Estudio,4,Tarea Completada,True,3.0
SESSION05056,Preparatoria,Matemáticas,2024-12-27,12.94,1,Redacción,3,Idea Rezagada,True,3.9
SESSION05057,Universitario,Biología,2024-07-19,7.52,2,Programación,2,Confundido,True,1.2
SESSION05058,Graduado,Ciencias de la Computación,2024-07-16,4.43,1,Estudio,2,Confundido,True,1.6
SESSION05060,Preparatoria,Biología,2024-11-07,2.38,1,Redacción,3,Gave Up,True,1.0
SESSION05061,Universitario,Biología,2025-01-28,22.86,5,Estudio,3,Idea Rezagada,True,3.7
SESSION05062,Universitario,Psicología,2025-02-28,12.04,2,Redacción,4,Confundido,True,5.0
SESSION05063,Universitario,Psicología,2025-03-22,6.55,3,Programación,3,Tarea Completada,True,2.4
SESSION05064,Graduado,Ciencias de la Computación,2025-04-12,10.5,3,Estudio,3,Tarea Completada,True,3.2
SESSION05065,Graduado,Historia,2024-07-16,3.77,1,Redacción,3,Tarea Completada,True,1.3
SESSION05067,Universitario,Biología,2024-08-08,20.15,8,Ayuda con Tareas,4,Tarea Completada,True,4.2
SESSION05068,Universitario,Psicología,2025-02-02,13.92,3,Ayuda con Tareas,3,Gave Up,True,2.7
SESSION05069,Preparatoria,Ciencias de la Computación,2024-11-15,11.95,4,Estudio,2,Idea Rezagada,True,1.7
SESSION05071,Preparatoria,Psicología,2025-02-16,18.13,6,Redacción,2,Idea Rezagada,True,2.1
SESSION05072,Preparatoria,Biología,2024-09-01,25.19,7,Ayuda con Tareas,3,Tarea Completada,True,1.9
SESSION05073,Preparatoria,Historia,2025-05-17,34.76,5,Ayuda con Tareas,4,Idea Rezagada,True,3.4
SESSION05074,Universitario,Negocios,2024-12-21,12.62,3,Programación,4,Idea Rezagada,True,4.1
SESSION05075,Graduado,Biología,2025-06-03,14.29,5,Redacción,4,Tarea Completada,True,4.3
SESSION05076,Preparatoria,Historia,2025-05-03,5.49,2,Redacción,3,Tarea Completada,True,3.7
SESSION05077,Graduado,Ciencias de la Computación,2024-08-05,49.05,22,Estudio,3,Tarea Completada,True,4.2
SESSION05078,Universitario,Biología,2025-05-07,24.09,7,Estudio,2,Tarea Completada,True,2.9
SESSION05079,Graduado,Psicología,2025-03-06,62.72,17,Investigación,4,Tarea Completada,True,3.8
SESSION05080,Universitario,Ingeniería,2024-07-27,7.63,1,Redacción,2,Tarea Completada,True,1.7
SESSION05081,Universitario,Biología,2024-10-24,25.3,8,Estudio,2,Tarea Completada,True,1.6
SESSION05082,Universitario,Psicología,2024-09-04,49.3,16,Redacción,1,Tarea Completada,True,1.2
SESSION05083,Preparatoria,Biología,2024-12-06,2.67,1,Redacción,5,Idea Rezagada,True,4.7
SESSION05084,Graduado,Matemáticas,2024-07-25,48.18,21,Programación,4,Tarea Completada,True,4.8
SESSION05085,Universitario,Ciencias de la Computación,2025-04-10,17.23,6,Redacción,2,Idea Rezagada,True,1.6
SESSION05087,Graduado,Psicología,2024-07-10,43.32,9,Redacción,2,Confundido,True,3.1
SESSION05088,Preparatoria,Negocios,2025-04-08,20.39,4,Estudio,3,Tarea Completada,True,2.7
SESSION05089,Universitario,Historia,2024-11-11,12.92,1,Ayuda con Tareas,4,Tarea Completada,True,4.4
SESSION05091,Universitario,Negocios,2025-05-07,22.89,6,Lluvia de Ideas,3,Confundido,True,2.2
SESSION05093,Universitario,Biología,2025-04-28,13.2,13,Estudio,4,Confundido,True,3.8
SESSION05094,Universitario,Biología,2024-12-12,30.91,10,Redacción,3,Tarea Completada,True,3.0
SESSION05095,Universitario,Matemáticas,2024-07-14,18.0,5,Redacción,4,Tarea Completada,True,4.1
SESSION05096,Preparatoria,Biología,2025-05-08,9.06,25,Estudio,3,Tarea Completada,True,2.4
SESSION05097,Universitario,Psicología,2025-01-31,5.48,1,Estudio,4,Tarea Completada,True,3.9
SESSION05100,Universitario,Negocios,2024-07-11,20.46,8,Estudio,5,Tarea Completada,True,5.0
SESSION05101,Graduado,Historia,2024-07-04,21.62,4,Redacción,5,Idea Rezagada,True,4.7
SESSION05102,Universitario,Historia,2024-12-20,43.6,10,Ayuda con Tareas,3,Tarea Completada,True,2.9
SESSION05104,Graduado,Matemáticas,2025-05-04,7.14,1,Redacción,3,Idea Rezagada,True,2.2
SESSION05105,Universitario,Historia,2024-12-08,10.1,3,Estudio,2,Tarea Completada,True,1.8
SESSION05106,Universitario,Biología,2025-02-09,21.9,10,Ayuda con Tareas,4,Confundido,True,3.6
SESSION05107,Universitario,Ingeniería,2024-10-23,49.88,12,Ayuda con Tareas,2,Tarea Completada,True,2.3
SESSION05108,Universitario,Psicología,2025-03-15,34.92,15,Estudio,5,Idea Rezagada,True,5.0
SESSION05109,Universitario,Historia,2024-06-29,13.05,3,Redacción,4,Tarea Completada,True,1.0
SESSION05110,Universitario,Matemáticas,2024-06-25,12.14,4,Redacción,3,Tarea Completada,True,2.3
SESSION05112,Universitario,Matemáticas,2025-06-24,20.41,4,Redacción,5,Idea Rezagada,True,4.7
SESSION05113,Preparatoria,Ingeniería,2024-12-08,6.96,6,Redacción,3,Tarea Completada,True,4.0
SESSION05114,Graduado,Ingeniería,2025-05-07,8.51,2,Investigación,3,Idea Rezagada,True,3.9
SESSION05115,Graduado,Psicología,2025-05-12,3.18,1,Ayuda con Tareas,5,Tarea Completada,True,4.0
SESSION05116,Universitario,Biología,2025-03-04,43.14,8,Redacción,2,Tarea Completada,True,2.2
SESSION05118,Universitario,Negocios,2025-05-30,29.89,9,Redacción,4,Idea Rezagada,True,4.5
SESSION05119,Graduado,Ingeniería,2025-01-05,20.25,4,Ayuda con Tareas,4,Idea Rezagada,True,4.5
SESSION05120,Preparatoria,Ciencias de la Computación,2024-08-25,8.14,2,Programación,2,Tarea Completada,True,1.9
SESSION05121,Graduado,Negocios,2025-04-24,20.52,6,Ayuda con Tareas,3,Tarea Completada,True,2.1
SESSION05122,Universitario,Negocios,2024-10-23,17.78,4,Estudio,5,Tarea Completada,True,5.0
SESSION05125,Universitario,Negocios,2024-10-29,10.41,3,Programación,4,Tarea Completada,True,3.9
SESSION05126,Universitario,Historia,2025-03-22,6.83,1,Ayuda con Tareas,5,Tarea Completada,True,4.3
SESSION05128,Universitario,Negocios,2024-09-20,16.66,4,Lluvia de Ideas,4,Confundido,True,3.9
SESSION05129,Universitario,Negocios,2025-05-04,7.24,2,Redacción,5,Tarea Completada,True,5.0
SESSION05130,Universitario,Negocios,2025-03-01,3.86,1,Ayuda con Tareas,1,Tarea Completada,True,1.4
SESSION05131,Graduado,Matemáticas,2024-08-17,19.38,6,Lluvia de Ideas,3,Confundido,True,3.0
SESSION05132,Universitario,Historia,2025-04-29,9.91,2,Estudio,3,Gave Up,True,4.4
SESSION05133,Universitario,Historia,2025-01-30,26.61,7,Estudio,3,Confundido,True,3.7
SESSION05134,Universitario,Ingeniería,2025-01-12,13.43,3,Lluvia de Ideas,4,Tarea Completada,True,3.2
SESSION05135,Preparatoria,Ciencias de la Computación,2024-12-22,22.46,4,Redacción,4,Idea Rezagada,True,5.0
SESSION05136,Universitario,Matemáticas,2024-12-01,10.9,2,Redacción,5,Tarea Completada,True,4.9
SESSION05137,Universitario,Psicología,2025-02-09,31.78,11,Programación,4,Idea Rezagada,True,4.2
SESSION05138,Universitario,Ingeniería,2025-01-25,15.42,3,Estudio,4,Confundido,True,4.1
SESSION05139,Graduado,Ciencias de la Computación,2025-02-01,34.58,16,Estudio,4,Tarea Completada,True,3.7
SESSION05140,Universitario,Ciencias de la Computación,2024-09-14,14.98,3,Ayuda con Tareas,3,Tarea Completada,True,3.5
SESSION05141,Graduado,Matemáticas,2025-05-26,10.75,4,Investigación,2,Confundido,True,1.8
SESSION05143,Universitario,Biología,2024-12-01,14.23,6,Ayuda con Tareas,3,Tarea Completada,True,2.4
SESSION05144,Universitario,Psicología,2024-11-04,14.37,3,Programación,2,Confundido,True,1.4
SESSION05145,Graduado,Biología,2024-08-14,9.84,2,Redacción,4,Gave Up,True,2.3
SESSION05146,Graduado,Ciencias de la Computación,2025-02-10,8.84,8,Redacción,3,Tarea Completada,True,3.1
SESSION05147,Universitario,Psicología,2024-10-01,28.94,5,Programación,5,Tarea Completada,True,5.0
SESSION05148,Preparatoria,Ingeniería,2024-10-10,15.85,13,Estudio,2,Tarea Completada,True,1.6
SESSION05149,Universitario,Biología,2024-12-24,15.48,5,Redacción,2,Tarea Completada,True,1.0
SESSION05150,Universitario,Ciencias de la Computación,2025-04-17,3.75,1,Lluvia de Ideas,4,Confundido,True,3.4
SESSION05151,Graduado,Negocios,2024-08-07,23.07,8,Programación,4,Confundido,True,4.6
SESSION05152,Preparatoria,Biología,2024-12-01,19.21,7,Redacción,3,Idea Rezagada,True,1.8
SESSION05153,Universitario,Ingeniería,2025-05-14,24.36,10,Redacción,2,Confundido,True,4.7
SESSION05154,Universitario,Historia,2025-04-04,7.11,2,Ayuda con Tareas,4,Idea Rezagada,True,2.6
SESSION05156,Universitario,Psicología,2025-02-21,47.17,15,Programación,2,Tarea Completada,True,2.5
SESSION05157,Universitario,Ingeniería,2025-04-27,27.4,7,Redacción,3,Tarea Completada,True,3.8
SESSION05158,Universitario,Ingeniería,2025-03-30,1.88,1,Programación,4,Confundido,True,3.1
SESSION05159,Preparatoria,Ciencias de la Computación,2025-01-09,10.72,2,Estudio,4,Confundido,True,3.7
SESSION05160,Preparatoria,Matemáticas,2025-06-18,24.39,9,Redacción,5,Tarea Completada,True,5.0
SESSION05161,Universitario,Psicología,2024-08-17,18.6,5,Ayuda con Tareas,5,Tarea Completada,True,4.9
SESSION05162,Universitario,Biología,2024-12-25,27.74,6,Estudio,3,Tarea Completada,True,2.5
SESSION05163,Universitario,Psicología,2024-09-10,10.96,2,Redacción,4,Tarea Completada,True,3.8
SESSION05164,Universitario,Matemáticas,2025-05-02,51.56,13,Programación,3,Idea Rezagada,True,1.5
SESSION05166,Universitario,Psicología,2025-05-04,14.95,3,Ayuda con Tareas,4,Confundido,True,5.0
SESSION05167,Preparatoria,Negocios,2025-01-19,21.78,7,Redacción,4,Gave Up,True,2.2
SESSION05168,Universitario,Biología,2024-07-26,24.74,11,Estudio,3,Tarea Completada,True,2.9
SESSION05169,Graduado,Matemáticas,2024-09-14,9.69,2,Redacción,2,Tarea Completada,True,1.7
SESSION05172,Universitario,Ingeniería,2025-04-01,6.71,2,Ayuda con Tareas,3,Confundido,True,2.8
SESSION05173,Graduado,Psicología,2025-04-20,25.67,9,Redacción,3,Idea Rezagada,True,2.5
SESSION05174,Universitario,Matemáticas,2024-07-21,14.18,6,Programación,3,Tarea Completada,True,3.3
SESSION05176,Preparatoria,Ingeniería,2024-10-02,55.06,13,Redacción,5,Confundido,True,4.0
SESSION05177,Preparatoria,Historia,2024-10-31,25.6,11,Ayuda con Tareas,4,Idea Rezagada,True,5.0
SESSION05179,Graduado,Ciencias de la Computación,2024-08-22,29.11,7,Ayuda con Tareas,5,Tarea Completada,True,4.9
SESSION05180,Universitario,Biología,2024-11-07,24.12,10,Ayuda con Tareas,4,Idea Rezagada,True,3.6
SESSION05181,Universitario,Ingeniería,2025-04-20,12.69,6,Redacción,2,Tarea Completada,True,1.3
SESSION05182,Universitario,Negocios,2025-01-28,31.93,8,Programación,4,Tarea Completada,True,3.6
SESSION05183,Universitario,Ciencias de la Computación,2025-03-08,5.82,2,Programación,3,Tarea Completada,True,2.7
SESSION05184,Universitario,Ciencias de la Computación,2025-02-16,18.73,5,Redacción,4,Tarea Completada,True,3.8
SESSION05185,Universitario,Biología,2024-11-27,9.05,2,Ayuda con Tareas,3,Tarea Completada,True,2.8
SESSION05187,Graduado,Ingeniería,2025-03-16,31.49,11,Programación,4,Tarea Completada,True,4.4
SESSION05188,Universitario,Ciencias de la Computación,2024-09-03,8.91,3,Estudio,4,Idea Rezagada,True,3.1
SESSION05189,Preparatoria,Ingeniería,2024-07-20,15.87,3,Redacción,4,Tarea Completada,True,4.1
SESSION05190,Preparatoria,Historia,2024-12-22,1.26,1,Programación,3,Tarea Completada,True,2.4
SESSION05192,Universitario,Biología,2024-10-17,26.64,8,Programación,4,Tarea Completada,True,4.6
SESSION05194,Preparatoria,Biología,2025-06-01,17.73,5,Redacción,4,Idea Rezagada,True,4.0
SESSION05195,Universitario,Matemáticas,2025-04-24,10.97,2,Redacción,4,Idea Rezagada,True,5.0
SESSION05196,Universitario,Negocios,2025-04-27,22.33,5,Estudio,3,Idea Rezagada,True,2.4
SESSION05198,Universitario,Ciencias de la Computación,2024-11-10,12.74,4,Ayuda con Tareas,4,Tarea Completada,True,4.4
SESSION05199,Preparatoria,Biología,2025-05-06,9.03,3,Estudio,5,Tarea Completada,True,3.0
SESSION05200,Universitario,Ingeniería,2024-10-01,9.99,2,Programación,4,Idea Rezagada,True,3.6
SESSION05201,Universitario,Biología,2025-01-13,42.23,13,Redacción,5,Tarea Completada,True,5.0
SESSION05202,Universitario,Biología,2025-02-19,13.74,3,Redacción,3,Idea Rezagada,True,3.4
SESSION05203,Universitario,Ciencias de la Computación,2025-06-01,3.09,1,Ayuda con Tareas,3,Tarea Completada,True,2.1
SESSION05204,Universitario,Matemáticas,2025-05-09,10.9,6,Lluvia de Ideas,5,Tarea Completada,True,5.0
SESSION05205,Universitario,Biología,2024-09-25,6.5,1,Redacción,4,Confundido,True,2.8
SESSION05206,Preparatoria,Historia,2024-11-02,62.58,14,Programación,1,Gave Up,True,1.0
